A,HA30-49,HLD,ES	53880 	52520 	54730 	53550 	52200 	51030 	48600 i
A,HA30-49,HLD,EU27_2020	: 	380030 	374680 	364140 	356430 	353860 	: 
A,HA30-49,HLD,FI	14190 	13220 	12000 	10670 	9180 	7940 	: 
A,HA30-49,HLD,FR	69130 	62360 	55240 	47440 	46990 	39750 	36860 
A,HA30-49,HLD,HR	: 	1950 	3500 	3030 	3160 	3190 	3260 
A,HA30-49,HLD,HU	6400 	6140 	7440 	7490 	7760 	8070 	9120 
A,HA30-49,HLD,IE	28700 	26310 	30670 	30290 	28740 	27390 	: 
A,HA30-49,HLD,IS	: 	: 	90 	: 	: 	160 	: 
A,HA30-49,HLD,IT	37510 	40990 	40920 	39870 	42670 	41170 	: 
A,HA30-49,HLD,LT	5970 	5440 	5870 	5560 	5370 	5100 	4830 i
A,HA30-49,HLD,LU	290 	260 	240 	210 	200 	170 	180 
A,HA30-49,HLD,LV	4220 	4360 	3950 	4140 	3760 	3260 	: 
A,HA30-49,HLD,ME	: 	: 	310 	: 	: 	: 	: 
A,HA30-49,HLD,MK	: 	: 	: 	110 	: 	: 	: 
A,HA30-49,HLD,MT	: 	: @C	: @C	: @C	: 	: @C	: 
A,HA30-49,HLD,NL	13610 	12640 	11680 	10980 	10250 	9020 	8380 
A,HA30-49,HLD,NO	6820 	7060 	6860 	6540 	6300 	6030 	: 
A,HA30-49,HLD,PL	33920 	36970 	35310 	40440 	40390 	44350 	: 
A,HA30-49,HLD,PT	5650 	5440 	5320 	6150 	5840 	6140 	6230 
A,HA30-49,HLD,RO	5990 	6560 	8210 	8470 	7530 	16890 	18060 
A,HA30-49,HLD,RS	: 	: 	5410 	: 	: 	: 	: 
A,HA30-49,HLD,SE	9360 	8810 	8030 	7330 	6470 	5750 	5040 
A,HA30-49,HLD,SI	720 	890 	970 	1070 	1250 	1200 	: 
A,HA30-49,HLD,SK	590 	670 	700 	730 	920 	1060 	1040 
A,HA30-49,HLD,UK	27020 	26700 	24490 	23310 	23670 	: 	: 
A,HA5-9,HLD,AT	32000 	30120 	26590 	24430 	22040 	18830 	18050 
A,HA5-9,HLD,BE	6700 	6000 	5190 	4980 	4770 	4680 	: 
A,HA5-9,HLD,BG	10440 	10060 	10730 	10880 	9650 	12230 	8890 i
A,HA5-9,HLD,CH	11130 	10460 	9330 	: 	7140 	6000 	: 
A,HA5-9,HLD,CY	3110 	2780 	2030 	1770 	1680 	2010 	1750 
A,HA5-9,HLD,CZ	4720 	4500 	4180 	4940 	5180 	4390 	5760 
A,HA5-9,HLD,DE	56290 	50950 	47310 	44580 	44370 	44770 	44530 
A,HA5-9,HLD,DK	9300 	8780 	8050 	7750 	7580 	6890 	: 
A,HA5-9,HLD,EE	5570 	5120 	4070 	3970 	3490 	2910 	2680 
A,HA5-9,HLD,EL	109000 	112290 	87770 	86520 	83890 	71080 	68980 
A,HA5-9,HLD,ES	164960 	157250 	141850 	140780 	140560 	131900 	115880 i
A,HA5-9,HLD,EU27_2020	: 	1555060 	1311990 	1250270 	1238380 	1121820 	: 
A,HA5-9,HLD,FI	8750 	8540 	7970 	6130 	6610 	6140 	: 
A,HA5-9,HLD,FR	52160 	48460 	46640 	41090 	42050 	34280 	28570 
A,HA5-9,HLD,HR	: 	23880 	31390 	24690 	20080 	21340 	22430 
A,HA5-9,HLD,HU	28960 	24380 	26540 	25550 	27560 	27420 	27270 
A,HA5-9,HLD,IE	18490 	16230 	15750 	15610 	16030 	15920 	: 
A,HA5-9,HLD,IS	: 	: 	20 	: 	: 	10 	: 
A,HA5-9,HLD,IT	205880 	202560 	186150 	172900 	179960 	160130 	: 
A,HA5-9,HLD,LT	65870 	46390 	39900 	38440 	32770 	26290 	23420 i
A,HA5-9,HLD,LU	210 	210 	220 	190 	170 	160 	140 
A,HA5-9,HLD,LV	30360 	27060 	22660 	16090 	15880 	13190 	: 
A,HA5-9,HLD,ME	: 	: 	2710 	: 	: 	: 	: 
A,HA5-9,HLD,MK	: 	: 	: 	7050 	: 	: 	: 
A,HA5-9,HLD,MT	200 	260 	230 	250 	290 	220 	210 
A,HA5-9,HLD,NL	11780 	10970 	10260 	9400 	7320 	6890 	6370 
A,HA5-9,HLD,NO	10140 	8870 	8110 	7570 	7140 	6360 	: 
A,HA5-9,HLD,PL	370200 	389400 	334950 	308200 	306220 	282560 	: 
A,HA5-9,HLD,PT	36980 	33630 	33170 	31310 	30900 	32490 	30250 
A,HA5-9,HLD,RO	289580 	300000 	182440 	193870 	194200 	161020 	160950 
A,HA5-9,HLD,RS	: 	: 	90270 	: 	: 	: 	: 
A,HA5-9,HLD,SE	13430 	13170 	15820 	15830 	15490 	14800 	14600 
A,HA5-9,HLD,SI	19770 	19140 	17440 	17260 	16060 	15640 	: 
A,HA5-9,HLD,SK	1920 	2920 	2660 	2860 	3570 	3650 	3660 
A,HA5-9,HLD,UK	28070 	29010 	26850 	27250 	25790 	: 	: 
A,HA50-99,HLD,AT	7860 	8000 	8430 	8730 	8520 	9760 	10130 
A,HA50-99,HLD,BE	6700 	6810 	6780 	6530 	6870 	6790 	: 
A,HA50-99,HLD,BG	1510 	1970 	2930 	2960 	3600 	5740 	5560 i
A,HA50-99,HLD,CH	1470 	1600 	1830 	: 	2440 	2610 	: 
A,HA50-99,HLD,CY	250 	240 	220 	210 	240 	300 	250 
A,HA50-99,HLD,CZ	2150 	2310 	2420 	2460 	2450 	3030 	3380 
A,HA50-99,HLD,DE	54220 	53380 	51620 	50220 	47950 	44740 	42590 
A,HA50-99,HLD,DK	9030 	7090 	5920 	5380 	4710 	4160 	: 
A,HA50-99,HLD,EE	950 	1040 	1090 	1150 	1050 	1040 	950 
